verdict,title,lot_string,grade_class,language,product_line,current_total,max_bid_total,max_bid_hammer,headroom,comp,n_sales_90d,last_sold,confidence,fc_comp,fc_n_sales,fc_last_sold,win_likely,floor,active_supply,bids,auction_ends_at,url,reason
NO_COMPS,2003 Pokemon Japanese Magma Deck Kit Half Deck 1 Entei Ex #1 CGC 10 GEM MINT,WA239 Lot: 12945,CGC10_GEM,JA,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/39c72098-90f4-11f1-bc32-02ffc1f19f1d/2003-pokemon-japanese-magma-deck-kit-half-deck-1-entei-ex-1-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Neo Discovery Holo Hitmontop #3 CGC 10 GEM MINT,WA239 Lot: 12658,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/0eb5f8d4-90f9-11f1-acc5-069931525c73/2001-pokemon-neo-discovery-holo-hitmontop-3-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Expedition Electabuzz #76 CGC 10 GEM MINT,WA239 Lot: 12757,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/6353d898-90f9-11f1-9a35-0abd8f8c44bf/2002-pokemon-expedition-electabuzz-76-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Aquapolis Togetic #39 CGC 10 GEM MINT,WA239 Lot: 12888,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5fa94f68-90fc-11f1-8bc7-0abd8f8c44bf/2003-pokemon-aquapolis-togetic-39-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Venonat #112 CGC 10 GEM MINT,WA239 Lot: 12977,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/b4b1e2cc-90fc-11f1-94fd-02ffd5241a7b/2003-pokemon-skyridge-venonat-112-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Volbeat #53 CGC 10 GEM MINT,WA239 Lot: 12931,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/4363b1b2-90fd-11f1-b8dc-0abd8f8c44bf/2003-pokemon-ex-sandstorm-volbeat-53-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Neo Revelation Double Holo Jumpluff #9 CGC 10 GEM MINT,WA239 Lot: 12690,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f6259e9c-9101-11f1-ba4e-069931525c73/2001-pokemon-neo-revelation-double-holo-jumpluff-9-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Grimer #88 CGC 10 GEM MINT,WA239 Lot: 12546,CGC10_GEM,EN,TOPPS,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/a2119546-9105-11f1-860b-0abd8f8c44bf/2000-topps-pokemon-series-2-grimer-88-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon EX Crystal Guardians Squirtle #63 CGC 10 GEM MINT,WA239 Lot: 13186,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1ca119ec-9130-11f1-8120-02ffc66f67a3/2006-pokemon-ex-crystal-guardians-squirtle-63-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Underground Expedition #140 CGC 10 GEM MINT,WA239 Lot: 12983,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/5237cf6e-9131-11f1-b0a4-02ffc66f67a3/2003-pokemon-skyridge-underground-expedition-140-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Unseen Forces Scyther #46 CGC 10 GEM MINT,WA239 Lot: 13096F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/4a1abba2-91a9-11f1-96ad-0a58a9feac02/2005-pokemon-ex-unseen-forces-scyther-46-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Legendary Collection Reverse Holo Dratini #72 CGC 10 GEM MINT,WA239 Lot: 12825F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f06010cc-91c5-11f1-91b3-0a58a9feac02/2002-pokemon-legendary-collection-reverse-holo-dratini-72-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon EX Legend Maker Holo Regirock Gold Star #91 CGC 10 GEM MINT,WA239 Lot: 13236F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/0053e2ec-91c6-11f1-9677-02fff24cd387/2006-pokemon-ex-legend-maker-holo-regirock-gold-star-91-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Neo Discovery Teddiursa #65 CGC 10 GEM MINT,WA239 Lot: 12674F2,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/53d3a872-91d9-11f1-af1d-0a58a9feac02/2001-pokemon-neo-discovery-teddiursa-65-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Merlin Series 1 Alakazam #65 CGC 10 GEM MINT,WA239 Lot: 11811F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/20d2037a-91dd-11f1-a2e7-0a58a9feac02/1998-pokemon-merlin-series-1-alakazam-65-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Challenge Of The Samurai #EP4 CGC 10 GEM MINT,WA239 Lot: 12542F3,CGC10_GEM,EN,TOPPS,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/35e81298-91df-11f1-91ab-0a2587da180b/2000-topps-pokemon-series-2-challenge-of-the-samurai-ep4-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Pokemon German Base Set 1st Edition Koffing #51 CGC 10 GEM MINT,WA239 Lot: 11947F4,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/772c486a-91ed-11f1-bcf7-0634c5efbfbd/1999-pokemon-german-base-set-1st-edition-koffing-51-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon French Jungle 1st Edition Venonat #63 CGC 10 GEM MINT,WA239 Lot: 12470F2,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/772ffbc2-91ed-11f1-b587-0a58a9feac02/2000-pokemon-french-jungle-1st-edition-venonat-63-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Houndour #66 CGC 10 PRISTINE,WA239 Lot: 12973F3,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef50a8ec-920e-11f1-8a05-0a58a9feac02/2003-pokemon-skyridge-houndour-66-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Sunflora #105 CGC 10 PRISTINE,WA239 Lot: 12975F4,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef78539c-920e-11f1-a47d-02ffe07bb5c9/2003-pokemon-skyridge-sunflora-105-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Murkrow #79 CGC 10 GEM MINT,WA239 Lot: 12974F27,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef7a881a-920e-11f1-b47d-0a58a9feac02/2003-pokemon-skyridge-murkrow-79-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Nidorina #83 CGC 10 GEM MINT,WA239 Lot: 12974F16,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef7ae620-920e-11f1-a04c-0a58a9feac02/2003-pokemon-skyridge-nidorina-83-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Sandslash #93 CGC 10 GEM MINT,WA239 Lot: 12974F24,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef7dd98e-920e-11f1-aac0-0a58a9feac02/2003-pokemon-skyridge-sandslash-93-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Swinub #107 CGC 10 GEM MINT,WA239 Lot: 12975F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef807612-920e-11f1-8d33-0a58a9feac02/2003-pokemon-skyridge-swinub-107-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Venomoth #111 CGC 10 GEM MINT,WA239 Lot: 12976F2,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef810b4a-920e-11f1-8227-0a58a9feac02/2003-pokemon-skyridge-venomoth-111-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Venonat #112 CGC 10 GEM MINT,WA239 Lot: 12976F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef816ba8-920e-11f1-a891-0a58a9feac02/2003-pokemon-skyridge-venonat-112-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Rhydon #29 CGC 10 PRISTINE,WA239 Lot: 12963F13,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/ef84ffac-920e-11f1-a6af-0a58a9feac02/2003-pokemon-skyridge-rhydon-29-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Underground Expedition #140 CGC 10 GEM MINT,WA239 Lot: 12982F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efa4caa8-920e-11f1-a5f9-0ab75a8348d7/2003-pokemon-skyridge-underground-expedition-140-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Seel #95 CGC 10 PRISTINE,WA239 Lot: 12974F25,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efa6562a-920e-11f1-a9f9-0a58a9feac02/2003-pokemon-skyridge-seel-95-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Forretress #9 CGC 10 GEM MINT,WA239 Lot: 12963F16,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efa72726-920e-11f1-b735-02ffd753b379/2003-pokemon-skyridge-forretress-9-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Forretress #56 CGC 10 PRISTINE,WA239 Lot: 12971F1,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efa8f3a8-920e-11f1-a96b-0a58a9feac02/2003-pokemon-skyridge-forretress-56-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Magneton #19 CGC 10 PRISTINE,WA239 Lot: 12963F1,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efad633e-920e-11f1-b167-0a58a9feac02/2003-pokemon-skyridge-magneton-19-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Kadabra #69 CGC 10 PRISTINE,WA239 Lot: 12974F20,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efaf7264-920e-11f1-a392-02ffd753b379/2003-pokemon-skyridge-kadabra-69-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Natu #80 CGC 10 PRISTINE,WA239 Lot: 12974F11,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efaf7714-920e-11f1-9edf-0a58a9feac02/2003-pokemon-skyridge-natu-80-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Pineco #86 CGC 10 GEM MINT,WA239 Lot: 12974F26,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efb1b24a-920e-11f1-a15f-0a58a9feac02/2003-pokemon-skyridge-pineco-86-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Nidoqueen #22 CGC 10 GEM MINT,WA239 Lot: 12963F9,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efc9d01e-920e-11f1-b8a7-0a58a9feac02/2003-pokemon-skyridge-nidoqueen-22-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Piloswine #24 CGC 10 PRISTINE,WA239 Lot: 12963F17,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efcfaf34-920e-11f1-83d3-0a58a9feac02/2003-pokemon-skyridge-piloswine-24-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Kabutops #14 CGC 10 GEM MINT,WA239 Lot: 12963F10,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efd0310c-920e-11f1-8170-02ffcc23738f/2003-pokemon-skyridge-kabutops-14-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Mirage Stadium #132 CGC 10 GEM MINT,WA239 Lot: 12980F3,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efd15eb0-920e-11f1-94ba-0a58ee75a6a5/2003-pokemon-skyridge-mirage-stadium-132-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Zubat #118 CGC 10 GEM MINT,WA239 Lot: 12978F3,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efd46e70-920e-11f1-817a-0a58a9feac02/2003-pokemon-skyridge-zubat-118-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Machop #74 CGC 10 PRISTINE,WA239 Lot: 12974F28,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efd9a584-920e-11f1-b487-0acc9395be39/2003-pokemon-skyridge-machop-74-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Skarmory #97 CGC 10 PRISTINE,WA239 Lot: 12974F22,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efd9cb68-920e-11f1-8460-0a58a9feac02/2003-pokemon-skyridge-skarmory-97-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Rhyhorn #91 CGC 10 PRISTINE,WA239 Lot: 12974F5,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efdc89e8-920e-11f1-9364-0a58a9feac02/2003-pokemon-skyridge-rhyhorn-91-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Magneton #20 CGC 10 PRISTINE,WA239 Lot: 12963F7,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/eff84d2c-920e-11f1-942a-02fff39530e1/2003-pokemon-skyridge-magneton-20-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Magnemite #76 CGC 10 PRISTINE,WA239 Lot: 12974F6,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/eff9b982-920e-11f1-894e-02ffcc23738f/2003-pokemon-skyridge-magnemite-76-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Girafarig #58 CGC 10 GEM MINT,WA239 Lot: 12972F2,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/effba738-920e-11f1-99bb-0acc9395be39/2003-pokemon-skyridge-girafarig-58-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Xatu #35 CGC 10 PRISTINE,WA239 Lot: 12965F2,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/effe3c82-920e-11f1-8fd9-0aceb91ca735/2003-pokemon-skyridge-xatu-35-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Hoothoot #65 CGC 10 PRISTINE,WA239 Lot: 12973F2,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f004668e-920e-11f1-80be-0691835e1be9/2003-pokemon-skyridge-hoothoot-65-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Growlithe #62 CGC 10 PRISTINE,WA239 Lot: 12972F5,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f004af0e-920e-11f1-b260-02ffe07bb5c9/2003-pokemon-skyridge-growlithe-62-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Slugma #98 CGC 10 PRISTINE,WA239 Lot: 12974F17,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0052a42-920e-11f1-b03e-0aceb91ca735/2003-pokemon-skyridge-slugma-98-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Noctowl #40 CGC 10 GEM MINT,WA239 Lot: 12968F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f006d824-920e-11f1-b853-0a58a9feac02/2003-pokemon-skyridge-noctowl-40-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Swinub #108 CGC 10 GEM MINT,WA239 Lot: 12975F2,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f00732ba-920e-11f1-a692-0a58a9feac02/2003-pokemon-skyridge-swinub-108-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Kakuna #70 CGC 10 GEM MINT,WA239 Lot: 12974F21,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0211860-920e-11f1-97d2-0aceb91ca735/2003-pokemon-skyridge-kakuna-70-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Poliwrath #26 CGC 10 PRISTINE,WA239 Lot: 12963F15,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0216ff4-920e-11f1-b3a0-0a58a9feac02/2003-pokemon-skyridge-poliwrath-26-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Granbull #61 CGC 10 PRISTINE,WA239 Lot: 12972F4,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f025c02c-920e-11f1-816c-06c1f17d0b55/2003-pokemon-skyridge-granbull-61-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Sandshrew #92 CGC 10 GEM MINT,WA239 Lot: 12974F7,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f027dbaa-920e-11f1-a09d-06059239ef07/2003-pokemon-skyridge-sandshrew-92-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Raikou #28 CGC 10 PRISTINE,WA239 Lot: 12963F18,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f02a93fe-920e-11f1-9d83-0a58a9feac02/2003-pokemon-skyridge-raikou-28-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Voltorb #113 CGC 10 PRISTINE,WA239 Lot: 12977F3,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f02db08e-920e-11f1-af9e-0a58a9feac02/2003-pokemon-skyridge-voltorb-113-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Ledyba #72 CGC 10 GEM MINT,WA239 Lot: 12974F37,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f02e3fae-920e-11f1-842f-0a58a9feac02/2003-pokemon-skyridge-ledyba-72-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Dunsparce #53 CGC 10 GEM MINT,WA239 Lot: 12970F4,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0302e5e-920e-11f1-8bcb-0a58a9feac02/2003-pokemon-skyridge-dunsparce-53-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Omastar #23 CGC 10 PRISTINE,WA239 Lot: 12963F14,CGC10_PRISTINE,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0337032-920e-11f1-9c1e-0a58a9feac02/2003-pokemon-skyridge-omastar-23-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Magikarp #75 CGC 10 GEM MINT,WA239 Lot: 12974F12,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f04dc93c-920e-11f1-81e8-06af34ccaaa3/2003-pokemon-skyridge-magikarp-75-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Sunkern #106 CGC 10 GEM MINT,WA239 Lot: 12975F7,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0546ab2-920e-11f1-acbb-0a58a9feac02/2003-pokemon-skyridge-sunkern-106-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Wigglytuff #34 CGC 10 GEM MINT,WA239 Lot: 12965F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f057f7ea-920e-11f1-a129-06af34ccaaa3/2003-pokemon-skyridge-wigglytuff-34-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Nidoran #82 CGC 10 GEM MINT,WA239 Lot: 12974F33,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f058dce6-920e-11f1-a0ad-0a58a9feac02/2003-pokemon-skyridge-nidoran-82-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Machoke #38 CGC 10 GEM MINT,WA239 Lot: 12967F1,CGC10_GEM,EN,TCG,0.0,,,,,,,,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f05bedc8-920e-11f1-86d9-0a58a9feac02/2003-pokemon-skyridge-machoke-38-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
