verdict,title,lot_string,grade_class,language,product_line,current_total,max_bid_total,max_bid_hammer,headroom,comp,n_sales_90d,last_sold,confidence,fc_comp,fc_n_sales,fc_last_sold,win_likely,floor,active_supply,bids,auction_ends_at,url,reason
WATCH,2004 Pokemon EX Team Magma VS Aqua Holo Team Magma's Rhydon #11 CGC 10 GEM MINT,WA238 Lot: 11532,CGC10_GEM,EN,TCG,50.4,167.76,139.8,117.36,272.73,0,,0.35,150.0,1,2026-06-08,True,250.0,1,9,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ba09d458-8b86-11f1-90ca-06b280e0690b/2004-pokemon-ex-team-magma-vs-aqua-holo-team-magmas-rhydon-11-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2006 Pokemon EX Holon Phantoms Holo Raichu #15 CGC 10 GEM MINT,WA238 Lot: 11929,CGC10_GEM,EN,TCG,100.8,217.32,181.1,116.52,349.09,0,,0.35,192.0,2,2026-02-02,True,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/aa4764e4-8b87-11f1-915a-02ffc7ab3375/2006-pokemon-ex-holon-phantoms-holo-raichu-15-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Team Magma VS Aqua Holo Team Magma's Rhydon #11 CGC 10 GEM MINT,WA238 Lot: 11531,CGC10_GEM,EN,TCG,51.6,167.76,139.8,116.16,272.73,0,,0.35,150.0,1,2026-06-08,True,250.0,1,12,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb1bea24-86ac-11f1-94f3-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-holo-team-magmas-rhydon-11-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Base Set Shadowless 1st Edition Rattata #61 CGC 10 GEM MINT,WA239 Lot: 11926,CGC10_GEM,EN,TCG,6.0,117.24,97.7,111.24,194.91,0,,0.35,107.2,12,2026-05-18,True,215.99,1,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/d05c9152-8d00-11f1-9f61-02ffc805dd29/1999-pokemon-base-set-shadowless-1st-edition-rattata-61-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2005 Pokemon EX Unseen Forces Reverse Holo Shuckle #47 CGC 10 GEM MINT,WA238 Lot: 11843,CGC10_GEM,EN,TCG,37.2,145.8,121.5,108.6,238.91,0,,0.35,131.4,2,2026-06-22,True,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/aac71ab4-88ac-11f1-a197-0a58a9feac02/2005-pokemon-ex-unseen-forces-reverse-holo-shuckle-47-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Fire Red & Leaf Green Holo Moltres Ex #115 CGC 10 GEM MINT,WA238 Lot: 11472F1,CGC10_GEM,EN,TCG,210.0,316.46,263.72,106.46,501.82,0,,0.35,276.0,1,2023-10-09,True,,,29,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/f64c2168-8c59-11f1-b594-02fffb99a151/2004-pokemon-ex-fire-red-leaf-green-holo-moltres-ex-115-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Base Set Shadowless Charmander #46 CGC 10 GEM MINT,WA239 Lot: 11869,CGC10_GEM,EN,TCG,0.0,73.01,60.84,73.01,124.82,4,2026-06-19,0.5,63.6,8,2026-04-20,True,199.99,1,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/aece04a6-8faa-11f1-a7fd-06e1ac9ac3e7/1999-pokemon-base-set-shadowless-charmander-46-cgc-10-gem-mint,"4 sales/90d — slow mover, bid only well under max"
WATCH,2003 Pokemon Skyridge Heracross #64 CGC 10 PRISTINE,WA239 Lot: 12972F1,CGC10_PRISTINE,EN,TCG,6.0,109.69,91.4,103.69,183.27,0,,0.35,100.8,1,2025-06-09,True,1799.0,1,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0df7350-920e-11f1-8111-0a58a9feac02/2003-pokemon-skyridge-heracross-64-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2005 Pokemon EX Emerald Holo Kyogre #6 CGC 10 GEM MINT,WA238 Lot: 11785,CGC10_GEM,EN,TCG,74.4,201.65,168.04,127.25,327.82,3,2026-05-24,0.27,216.0,3,2026-06-22,False,599.99,2,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4039c98a-8b54-11f1-ae6f-0aecd5405b0f/2005-pokemon-ex-emerald-holo-kyogre-6-cgc-10-gem-mint,"3 sales/90d — slow mover, bid only well under max"
WATCH,2001 Pokemon Japanese Expedition 1st Edition Magikarp #12 CGC 10 PRISTINE,WA239 Lot: 12566,CGC10_PRISTINE,JA,TCG,6.0,104.03,86.69,98.03,174.55,0,,0.35,96.0,9,2026-04-27,True,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/9b5508de-9059-11f1-8d08-0a58a9feac02/2001-pokemon-japanese-expedition-1st-edition-magikarp-12-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon Skyridge Diglett #50 CGC 10 PRISTINE,WA239 Lot: 12970F8,CGC10_PRISTINE,EN,TCG,6.0,101.19,84.32,95.19,170.18,0,,0.35,93.6,1,2025-06-09,True,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0d6a20c-920e-11f1-a5ef-06c1f17d0b55/2003-pokemon-skyridge-diglett-50-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Japanese Southern Islands R.I. Onix #95 CGC 10 GEM MINT,WA239 Lot: 12287,CGC10_GEM,JA,TCG,0.0,87.02,72.52,87.02,148.36,0,,0.35,81.6,1,2026-07-06,True,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1b8ff3c0-9027-11f1-87a0-0a58a9feac02/1999-pokemon-japanese-southern-islands-ri-onix-95-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon Skyridge Machamp #16 CGC 10 PRISTINE,WA239 Lot: 12963F12,CGC10_PRISTINE,EN,TCG,6.0,92.69,77.24,86.69,157.09,0,,0.35,86.4,1,2025-06-09,True,850.0,1,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0b2463c-920e-11f1-883b-0a58a9feac02/2003-pokemon-skyridge-machamp-16-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Aqua's Manectric #4 CGC 10 GEM MINT,WA238 Lot: 11505,CGC10_GEM,EN,TCG,19.2,104.03,86.69,84.83,174.55,0,,0.35,96.0,1,2026-01-26,True,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eaf23f1c-86ac-11f1-870b-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-aquas-manectric-4-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Japanese Gold Poker Set Nintendo Playing Cards Cyndaquil CGC 10 PRISTINE,WA239 Lot: 12234,CGC10_PRISTINE,JA,TCG,6.0,89.86,74.88,83.86,152.73,0,,0.35,84.0,2,2026-05-25,True,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/2095d5c6-8f3f-11f1-b28c-02ffdec0054f/1999-pokemon-japanese-gold-poker-set-nintendo-playing-cards-cyndaquil-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2000 Pokemon League Black Star Promo Electabuzz #46 CGC 10 PRISTINE,WA238 Lot: 10386,CGC10_PRISTINE,EN,TCG,15.6,80.44,67.03,64.84,137.07,3,2026-06-12,0.43,45.0,2,2025-03-31,True,199.99,2,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3178776e-8629-11f1-b9c4-02ba9858bad3/2000-pokemon-league-black-star-promo-electabuzz-46-cgc-10-pristine,"3 sales/90d — slow mover, bid only well under max"
WATCH,2003 Pokemon EX Sandstorm Holo Zangoose #14 CGC 10 GEM MINT,WA238 Lot: 11271,CGC10_GEM,EN,TCG,27.6,104.03,86.69,76.43,174.55,0,,0.35,96.0,3,2026-04-27,True,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d5ae96c-8a89-11f1-b2d7-02fff561b66f/2003-pokemon-ex-sandstorm-holo-zangoose-14-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon Skyridge Reverse Holo Skarmory #97 CGC 10 GEM MINT,WA239 Lot: 12974F10,CGC10_GEM,EN,TCG,6.0,74.28,61.9,68.28,128.73,0,,0.35,70.8,2,2025-11-10,True,350.0,1,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f1217b88-920e-11f1-b53c-0a58a9feac02/2003-pokemon-skyridge-reverse-holo-skarmory-97-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon Skyridge Reverse Holo Sandshrew #92 CGC 10 GEM MINT,WA239 Lot: 12974F31,CGC10_GEM,EN,TCG,6.0,73.58,61.31,67.58,127.64,0,,0.35,70.2,4,2026-03-09,True,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f102d426-920e-11f1-a05a-0a58a9feac02/2003-pokemon-skyridge-reverse-holo-sandshrew-92-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Hidden Legends Holo Exploud #6 CGC 10 GEM MINT,WA238 Lot: 11478,CGC10_GEM,EN,TCG,8.4,75.7,63.08,67.3,130.91,0,,0.35,72.0,1,2026-04-06,True,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/40120738-8b54-11f1-9174-0a58a9feac02/2004-pokemon-ex-hidden-legends-holo-exploud-6-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Reverse Holo Magnemite #62 CGC 10 GEM MINT,WA238 Lot: 11186,CGC10_GEM,EN,TCG,9.6,72.15,60.13,62.55,125.45,0,,0.35,69.0,2,2026-07-13,True,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb720670-86ac-11f1-9fe3-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-magnemite-62-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Sandstorm Holo Lunatone #8 CGC 10 GEM MINT,WA238 Lot: 11261,CGC10_GEM,EN,TCG,16.8,78.53,65.44,61.73,135.27,0,,0.35,74.4,2,2023-10-03,True,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d5ff38a-8a89-11f1-9584-02fff561b66f/2003-pokemon-ex-sandstorm-holo-lunatone-8-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2006 Pokemon EX Holon Phantoms Latias #21 CGC 10 GEM MINT,WA239 Lot: 13221,CGC10_GEM,EN,TCG,0.0,60.83,50.69,60.83,108.0,0,,0.35,59.4,2,2026-05-04,True,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/df39dbc0-8f54-11f1-856a-0a58a9feac02/2006-pokemon-ex-holon-phantoms-latias-21-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Holo Golem #5 CGC 10 GEM MINT,WA238 Lot: 11112,CGC10_GEM,EN,TCG,33.6,93.64,78.03,60.04,158.55,0,,0.35,87.2,3,2026-05-25,True,299.99,3,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31d79136-8629-11f1-bbda-02ba9858bad3/2003-pokemon-ex-dragon-holo-golem-5-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon Skyridge Abra #46 CGC 10 PRISTINE,WA239 Lot: 12968F5,CGC10_PRISTINE,EN,TCG,6.0,64.36,53.64,58.36,113.45,0,,0.35,62.4,1,2025-06-09,True,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f08873f2-920e-11f1-b0e5-0634c5efbfbd/2003-pokemon-skyridge-abra-46-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Fire Red & Leaf Green Reverse Holo Bellsprout #53 CGC 10 GEM MINT,WA238 Lot: 11457,CGC10_GEM,EN,TCG,8.4,66.49,55.41,58.09,116.73,0,,0.35,64.2,2,2026-07-13,True,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e2fa6d24-81e9-11f1-b705-0a58a9feac02/2004-pokemon-ex-fire-red-leaf-green-reverse-holo-bellsprout-53-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Japanese Gold Poker Set Nintendo Playing Card Quagsire CGC 10 PRISTINE,WA239 Lot: 12242,CGC10_PRISTINE,JA,TCG,7.2,64.36,53.64,57.16,113.45,0,,0.35,62.4,3,2026-06-08,True,,,2,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/222d06fc-8f3f-11f1-a489-02ffdec0054f/1999-pokemon-japanese-gold-poker-set-nintendo-playing-card-quagsire-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Reverse Holo Nincada #66 CGC 10 PRISTINE,WA238 Lot: 11192,CGC10_PRISTINE,EN,TCG,20.4,72.87,60.72,52.47,126.55,0,,0.35,69.6,1,2025-07-28,True,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb68cb00-86ac-11f1-8fd6-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-nincada-66-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Japanese GB Pocket Collection 2 Lugia #249 CGC 10 GEM MINT,WA239 Lot: 11838,CGC10_GEM,JA,TCG,0.0,51.62,43.02,51.62,93.82,0,,0.35,51.6,1,2026-07-20,True,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/0b0b8a1a-86f3-11f1-8c5d-02ba9858bad3/1999-pokemon-japanese-gb-pocket-collection-2-lugia-249-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1997 Pokemon Japanese Rocket Gang Dark Vaporeon #134 CGC 10 PRISTINE,WA238 Lot: 9425,CGC10_PRISTINE,JA,TCG,42.0,92.69,77.24,50.69,157.09,0,,0.35,86.4,1,2023-04-03,True,,,11,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/26b49ec2-8a91-11f1-bf9c-0a0ced2fcdd5/1997-pokemon-japanese-rocket-gang-dark-vaporeon-134-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Team Magma VS Aqua Holo Team Aqua's Manectric #4 CGC 10 GEM MINT,WA238 Lot: 11503,CGC10_GEM,EN,TCG,19.2,69.32,57.77,50.12,121.09,0,,0.35,66.6,2,2026-04-06,True,150.0,1,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eaf56b24-86ac-11f1-a59b-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-holo-team-aquas-manectric-4-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Holo Minun #7 CGC 10 GEM MINT,WA238 Lot: 11115,CGC10_GEM,EN,TCG,27.6,75.7,63.08,48.1,130.91,0,,0.35,72.0,2,2024-12-09,True,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31de23e8-8629-11f1-abdc-02ba9858bad3/2003-pokemon-ex-dragon-holo-minun-7-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Magma's Lairon #20 CGC 10 GEM MINT,WA238 Lot: 11555,CGC10_GEM,EN,TCG,16.8,64.36,53.64,47.56,113.45,0,,0.35,62.4,1,2026-04-13,True,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/b9a7dfdc-8b86-11f1-9af5-0a273aee5737/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-magmas-lairon-20-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Fire Red & Leaf Green Error Rarity Magikarp #67 CGC 10 GEM MINT,WA238 Lot: 11464,CGC10_GEM,EN,TCG,14.4,60.83,50.69,46.43,108.0,0,,0.35,59.4,2,2026-04-27,True,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e2d33e7a-81e9-11f1-94b6-0a58a9feac02/2004-pokemon-ex-fire-red-leaf-green-error-rarity-magikarp-67-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2000 Pokemon Gym Heroes 1st Edition Brock's Onix #69 CGC 10 GEM MINT,WA238 Lot: 10478,CGC10_GEM,EN,TCG,14.4,58.7,48.92,44.3,104.73,0,,0.35,57.6,1,2026-02-23,True,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/47a977bc-8b84-11f1-ab1f-06b280e0690b/2000-pokemon-gym-heroes-1st-edition-brocks-onix-69-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2000 Pokemon League Black Star Promo Psyduck #20 CGC 10 GEM MINT,WA239 Lot: 12359,CGC10_GEM,EN,TCG,6.0,50.21,41.84,44.21,91.64,0,,0.35,50.4,5,2026-04-06,False,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/218c1fbc-8f6c-11f1-815d-0a58a9feac02/2000-pokemon-league-black-star-promo-psyduck-20-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1998 Pokemon Japanese Gym 1 Misty's Magikarp #129 CGC 10 GEM MINT,WA239 Lot: 11779,CGC10_GEM,JA,TCG,6.0,50.21,41.84,44.21,91.64,0,,0.35,50.4,1,2026-03-23,False,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1b67f1cc-9027-11f1-a5e2-02fff83721db/1998-pokemon-japanese-gym-1-mistys-magikarp-129-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2002 Pokemon Expedition Reverse Holo Pidgeot #59 CGC 10 GEM MINT,WA238 Lot: 10939,CGC10_GEM,EN,TCG,37.2,81.36,67.8,44.16,139.64,0,,0.35,76.8,1,2025-06-09,True,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/289f9c8a-89bc-11f1-85d2-0a58a9feac02/2002-pokemon-expedition-reverse-holo-pidgeot-59-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Team Magma VS Aqua Holo Team Aqua's Crawdaunt #2 CGC 10 GEM MINT,WA238 Lot: 11494,CGC10_GEM,EN,TCG,16.8,59.41,49.51,42.61,105.82,0,,0.35,58.2,2,2026-04-06,True,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ba344cf6-8b86-11f1-9a37-0a58a9feac02/2004-pokemon-ex-team-magma-vs-aqua-holo-team-aquas-crawdaunt-2-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Japanese Southern Islands R.I. Onix #95 CGC 10 GEM MINT,WA238 Lot: 10241,CGC10_GEM,JA,TCG,49.2,87.02,72.52,37.82,148.36,0,,0.35,81.6,1,2026-07-06,True,,,15,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/16cdad78-8ba9-11f1-b230-0a58a9feac02/1999-pokemon-japanese-southern-islands-ri-onix-95-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Sandstorm Reverse Holo Volbeat #53 CGC 10 GEM MINT,WA238 Lot: 11311,CGC10_GEM,EN,TCG,16.8,54.45,45.38,37.65,98.18,0,,0.35,54.0,1,2026-02-23,True,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/86e1574a-8a87-11f1-8803-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-volbeat-53-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Sandstorm Reverse Holo Marill #68 CGC 10 GEM MINT,WA238 Lot: 11327,CGC10_GEM,EN,TCG,16.8,54.45,45.38,37.65,98.18,0,,0.35,54.0,1,2025-10-06,True,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6651fcc6-8a89-11f1-a27f-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-marill-68-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1996 Pokemon Japanese Base Set Wartortle #8 CGC 10 GEM MINT,WA239 Lot: 11566,CGC10_GEM,JA,TCG,6.0,42.15,35.12,36.15,81.82,0,,0.35,45.0,6,2026-06-15,False,,,1,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/1bbd52b6-9027-11f1-8c1e-02fff83721db/1996-pokemon-japanese-base-set-wartortle-8-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Aqua's Cacturne #1 CGC 10 GEM MINT,WA238 Lot: 11492,CGC10_GEM,EN,TCG,37.2,57.42,47.85,20.22,99.99,3,2026-07-23,0.62,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb739cb0-86ac-11f1-8b39-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-aquas-cacturne-1-cgc-10-gem-mint,"3 sales/90d — slow mover, bid only well under max"
WATCH,2007 Pokemon Japanese Diamond & Pearl Secret Of The Lakes Gyarados CGC 10 GEM MINT,WA239 Lot: 13357,CGC10_GEM,JA,TCG,0.0,35.58,29.65,35.58,72.0,0,,0.35,39.6,1,2026-05-11,False,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/84b74cbe-8db5-11f1-813d-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-secret-of-the-lakes-gyarados-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2006 Pokemon Japanese Offense & Defense Of The Furthest Ends 1st Edition Dratini #2 CGC 10 GEM,WA239 Lot: 13254,CGC10_GEM,JA,TCG,0.0,35.58,29.65,35.58,72.0,0,,0.35,39.6,1,2026-05-18,False,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/d31feac8-8f54-11f1-980c-0a58a9feac02/2006-pokemon-japanese-offense-defense-of-the-furthest-ends-1st-edition-dratini-2-cgc-10-gem,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Reverse Holo Ninjask #38 CGC 10 GEM MINT,WA238 Lot: 11150,CGC10_GEM,EN,TCG,9.6,42.88,35.73,33.28,82.91,0,,0.35,45.6,3,2026-05-18,False,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb3c07b4-86ac-11f1-863a-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-ninjask-38-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1999 Pokemon Japanese Bandai Carddass Anime Series 5 Kingler Vs Seadra & Golbat CGC 10 PRISTINE,WA238 Lot: 9621,CGC10_PRISTINE,JA,BANDAI,31.2,64.36,53.64,33.16,113.45,0,,0.35,62.4,1,2026-04-13,True,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/649a886a-8b7b-11f1-a467-0a58a9feac02/1999-pokemon-japanese-bandai-carddass-anime-series-5-kingler-vs-seadra-golbat-cgc-10-pristine,FC comps only — eBay sell-through unverified
WATCH,2002 Pokemon Expedition Reverse Holo Quilava #91 CGC 10 GEM MINT,WA238 Lot: 10963,CGC10_GEM,EN,TCG,22.8,55.87,46.56,33.07,100.36,0,,0.35,55.2,3,2026-02-23,True,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/28501c50-89bc-11f1-afd0-0a58a9feac02/2002-pokemon-expedition-reverse-holo-quilava-91-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1997 Pokemon Japanese Rocket Gang Holo Dark Dragonite #149 CGC 10 GEM MINT,WA238 Lot: 9426F1,CGC10_GEM,JA,TCG,312.0,344.78,287.32,32.78,545.45,0,,0.35,300.0,5,2025-11-24,True,,,10,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/bb5bdc50-8d04-11f1-a3d9-0a58a9feac02/1997-pokemon-japanese-rocket-gang-holo-dark-dragonite-149-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,1996 Pokemon Japanese Base Set Bulbasaur #1 CGC 10 PRISTINE,WA239 Lot: 11563,CGC10_PRISTINE,JA,TCG,21.6,45.0,37.5,23.4,84.93,4,2026-07-26,0.49,86.4,3,2025-09-08,False,,,3,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/67903fc4-89c8-11f1-ba9e-0a58a9feac02/1996-pokemon-japanese-base-set-bulbasaur-1-cgc-10-pristine,"4 sales/90d — slow mover, bid only well under max"
WATCH,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Magma's Rhydon #22 CGC 10 GEM MINT,WA238 Lot: 11559,CGC10_GEM,EN,TCG,57.6,89.86,74.88,32.26,152.73,0,,0.35,84.0,1,2026-04-20,True,,,19,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb039582-86ac-11f1-bae0-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-magmas-rhydon-22-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Reverse Holo Trapinch #79 CGC 10 GEM MINT,WA238 Lot: 11207,CGC10_GEM,EN,TCG,9.6,41.42,34.52,31.82,80.73,0,,0.35,44.4,1,2025-10-06,False,37.0,1,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb598406-86ac-11f1-bb30-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-trapinch-79-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Dragon Reverse Holo Corphish #53 CGC 10 GEM MINT,WA238 Lot: 11172,CGC10_GEM,EN,TCG,7.2,38.5,32.08,31.3,76.36,0,,0.35,42.0,2,2026-04-13,False,244.99,2,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb117bb6-86ac-11f1-93d9-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-corphish-53-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
WATCH,2003 Pokemon EX Sandstorm Holo Cradily #3 CGC 10 GEM MINT,WA238 Lot: 11254,CGC10_GEM,EN,TCG,15.6,34.17,28.47,18.57,68.41,3,2026-07-22,0.58,42.0,3,2026-05-25,False,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d62fe40-8a89-11f1-9128-02fff561b66f/2003-pokemon-ex-sandstorm-holo-cradily-3-cgc-10-gem-mint,"3 sales/90d — slow mover, bid only well under max"
WATCH,2003 Pokemon EX Dragon Reverse Holo Golem #5 CGC 10 GEM MINT,WA238 Lot: 11113,CGC10_GEM,EN,TCG,25.2,55.87,46.56,30.67,100.36,0,,0.35,55.2,1,2025-09-08,True,359.99,1,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31da95f2-8629-11f1-9e46-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-golem-5-cgc-10-gem-mint,FC comps only — eBay sell-through unverified
